word,letter,category,precision_level,etymology_summary,content,somatic_integration,temporal_translation,cultural_bridge,filepath,last_updated,hash_value
IMPULSIVE,I,Spontaneous Action/Rashness,MEDIUM,"**Category**: Spontaneous Action/Rashness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,54101b307e59aeea
IMPULSIVE,I,Spontaneous Action/Rashness,MEDIUM,"**Category**: Spontaneous Action/Rashness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,54101b307e59aeea
INADEQUATE,I,Insufficiency/Self-Doubt,HIGH,"**Category**: Insufficiency/Self-Doubt  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,e01bdcb42d9ccc41
INADEQUATE,I,Insufficiency/Self-Doubt,HIGH,"**Category**: Insufficiency/Self-Doubt  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,e01bdcb42d9ccc41
INATTENTIVE,I,Distraction/Lack of Focus,MEDIUM,"**Category**: Distraction/Lack of Focus  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,e0d1b1c2ed0dd247
INATTENTIVE,I,Distraction/Lack of Focus,MEDIUM,"**Category**: Distraction/Lack of Focus  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,e0d1b1c2ed0dd247
INCENSED,I,Extreme Anger/Outrage,HIGH,"**Category**: Extreme Anger/Outrage  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,2df8bb3feeb07b65
INCENSED,I,Extreme Anger/Outrage,HIGH,"**Category**: Extreme Anger/Outrage  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,2df8bb3feeb07b65
INCLINED,I,Tendency/Inclination,LOW,"**Category**: Tendency/Inclination  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,ce2106c2afdf878c
INCLINED,I,Tendency/Inclination,LOW,"**Category**: Tendency/Inclination  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,ce2106c2afdf878c
INDECISIVE,I,Uncertainty/Hesitation,MEDIUM,"**Category**: Uncertainty/Hesitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,53cd846d26770ec7
INDECISIVE,I,Uncertainty/Hesitation,MEDIUM,"**Category**: Uncertainty/Hesitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,53cd846d26770ec7
INDIFFERENT,I,Apathy/Disinterest,MEDIUM,"**Category**: Apathy/Disinterest  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,a424c28ab6d78945
INDIFFERENT,I,Apathy/Disinterest,MEDIUM,"**Category**: Apathy/Disinterest  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,a424c28ab6d78945
INDIGNANT,I,Righteous Anger/Outrage,HIGH,"**Category**: Righteous Anger/Outrage  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,29f31d1b40224baa
INDIGNANT,I,Righteous Anger/Outrage,HIGH,"**Category**: Righteous Anger/Outrage  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,29f31d1b40224baa
INFATUATED,I,Intense Romantic Obsession/Attraction,MEDIUM,"**Category**: Intense Romantic Obsession/Attraction  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REC",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,7b06a1a4f04ec380
INFATUATED,I,Intense Romantic Obsession/Attraction,MEDIUM,"**Category**: Intense Romantic Obsession/Attraction  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REC",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,7b06a1a4f04ec380
INFATUATION,I,Intense Romantic Obsession/Fixation,HIGH,"**Category**: Intense Romantic Obsession/Fixation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRE",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,8d55145ebfcf012f
INFATUATION,I,Intense Romantic Obsession/Fixation,HIGH,"**Category**: Intense Romantic Obsession/Fixation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRE",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,8d55145ebfcf012f
INFERIOR,I,Lower Status/Inadequacy,HIGH,"**Category**: Lower Status/Inadequacy  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,7a9da3ed0f1676f8
INFERIOR,I,Lower Status/Inadequacy,HIGH,"**Category**: Lower Status/Inadequacy  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,7a9da3ed0f1676f8
INFERTILE,I,Reproductive Inability/Barrenness,HIGH,"**Category**: Reproductive Inability/Barrenness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,263223bdd9ecb1b0
INFERTILE,I,Reproductive Inability/Barrenness,HIGH,"**Category**: Reproductive Inability/Barrenness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,263223bdd9ecb1b0
INFLAMED,I,Irritated/Agitated,MEDIUM,"**Category**: Irritated/Agitated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,70d3b9c1b064f16f
INFLAMED,I,Irritated/Agitated,MEDIUM,"**Category**: Irritated/Agitated  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,70d3b9c1b064f16f
INFLUENTIAL,I,Power/Impact,LOW,"**Category**: Power/Impact  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,ea4b99b454c140bf
INFLUENTIAL,I,Power/Impact,LOW,"**Category**: Power/Impact  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,ea4b99b454c140bf
INFURIATED,I,Extreme Anger/Rage,CRITICAL,"**Category**: Extreme Anger/Rage  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,7835970087475761
INFURIATED,I,Extreme Anger/Rage,CRITICAL,"**Category**: Extreme Anger/Rage  
**Precision Level**: CRITICAL  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,7835970087475761
INHIBITED,I,Restrained/Restricted,MEDIUM,"**Category**: Restrained/Restricted  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,680bad97cdc33c98
INHIBITED,I,Restrained/Restricted,MEDIUM,"**Category**: Restrained/Restricted  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,680bad97cdc33c98
INNOCENT,I,Purity/Naivety,MEDIUM,"**Category**: Purity/Naivety  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,120842f6d29b446a
INNOCENT,I,Purity/Naivety,MEDIUM,"**Category**: Purity/Naivety  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,120842f6d29b446a
INSECURE,I,Uncertainty/Vulnerability,HIGH,"**Category**: Uncertainty/Vulnerability  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,c3dcd7f2716e7b25
INSECURE,I,Uncertainty/Vulnerability,HIGH,"**Category**: Uncertainty/Vulnerability  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,c3dcd7f2716e7b25
INSECURITY,I,Self-Doubt/Vulnerability,HIGH,"**Category**: Self-Doubt/Vulnerability  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,ae954fbae88ab7fc
INSECURITY,I,Self-Doubt/Vulnerability,HIGH,"**Category**: Self-Doubt/Vulnerability  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,ae954fbae88ab7fc
INSENSITIVE,I,Lack of Sensitivity/Callousness,MEDIUM,"**Category**: Lack of Sensitivity/Callousness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEND",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,72b13cbe6e9c7996
INSENSITIVE,I,Lack of Sensitivity/Callousness,MEDIUM,"**Category**: Lack of Sensitivity/Callousness  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMEND",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,72b13cbe6e9c7996
INSIGNIFICANT,I,Unimportant/Trivial,HIGH,"**Category**: Unimportant/Trivial  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,beab3f74ab528b45
INSIGNIFICANT,I,Unimportant/Trivial,HIGH,"**Category**: Unimportant/Trivial  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,beab3f74ab528b45
INSPIRED,I,Motivation/Creativity,MEDIUM,"**Category**: Motivation/Creativity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,7542007e19b8484f
INSPIRED,I,Motivation/Creativity,MEDIUM,"**Category**: Motivation/Creativity  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,7542007e19b8484f
INSUBORDINATE,I,Defiant/Rebellious,MEDIUM,"**Category**: Defiant/Rebellious  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,97df5f12ea505ce4
INSUBORDINATE,I,Defiant/Rebellious,MEDIUM,"**Category**: Defiant/Rebellious  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,97df5f12ea505ce4
INSULT,I,Offense/Disrespect,HIGH,"**Category**: Offense/Disrespect  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,fbef00e0a440b8c5
INSULT,I,Offense/Disrespect,HIGH,"**Category**: Offense/Disrespect  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,fbef00e0a440b8c5
INSULTED,I,Offended/Disrespected,HIGH,"**Category**: Offended/Disrespected  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,08afc582fc36815e
INSULTED,I,Offended/Disrespected,HIGH,"**Category**: Offended/Disrespected  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,08afc582fc36815e
INTENSE,I,High Intensity/Concentration,LOW,"**Category**: High Intensity/Concentration  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,7223678ad0b61857
INTENSE,I,High Intensity/Concentration,LOW,"**Category**: High Intensity/Concentration  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,7223678ad0b61857
INTERESTED,I,Curiosity/Engagement,MEDIUM,"**Category**: Curiosity/Engagement  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,ef247ee6a0279586
INTERESTED,I,Curiosity/Engagement,MEDIUM,"**Category**: Curiosity/Engagement  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,ef247ee6a0279586
INTIMATE,I,Close Personal Connection/Privacy,MEDIUM,"**Category**: Close Personal Connection/Privacy  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMME",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,18b1d8986ff9ada1
INTIMATE,I,Close Personal Connection/Privacy,MEDIUM,"**Category**: Close Personal Connection/Privacy  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMME",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,18b1d8986ff9ada1
INTIMIDATED,I,Fear/Submission,MEDIUM,"**Category**: Fear/Submission  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,9b424bddbc3d23ec
INTIMIDATED,I,Fear/Submission,MEDIUM,"**Category**: Fear/Submission  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,9b424bddbc3d23ec
INTOLERANT,I,Unwilling to Accept/Prejudiced,HIGH,"**Category**: Unwilling to Accept/Prejudiced  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,da806112921975bc
INTOLERANT,I,Unwilling to Accept/Prejudiced,HIGH,"**Category**: Unwilling to Accept/Prejudiced  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,da806112921975bc
INTOXICATED,I,Impaired/Under Influence,HIGH,"**Category**: Impaired/Under Influence  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,d21088cb9fdbcfca
INTOXICATED,I,Impaired/Under Influence,HIGH,"**Category**: Impaired/Under Influence  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,d21088cb9fdbcfca
INTOXICATING,I,Captivating/Overwhelming,MEDIUM,"**Category**: Captivating/Overwhelming  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,332070392fc2af16
INTOXICATING,I,Captivating/Overwhelming,MEDIUM,"**Category**: Captivating/Overwhelming  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,332070392fc2af16
INTRIGUED,I,Fascinated/Curious,LOW,"**Category**: Fascinated/Curious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,5ecb47d9752cef89
INTRIGUED,I,Fascinated/Curious,LOW,"**Category**: Fascinated/Curious  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,5ecb47d9752cef89
INTROVERTED,I,Inward-Focused/Reserved,LOW,"**Category**: Inward-Focused/Reserved  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,402512de9d02b3f2
INTROVERTED,I,Inward-Focused/Reserved,LOW,"**Category**: Inward-Focused/Reserved  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,402512de9d02b3f2
INVISIBLE,I,Unseen/Unnoticed,MEDIUM,"**Category**: Unseen/Unnoticed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,cf6f50497f1b75d6
INVISIBLE,I,Unseen/Unnoticed,MEDIUM,"**Category**: Unseen/Unnoticed  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,cf6f50497f1b75d6
INVOLVED,I,Engaged/Participating,LOW,"**Category**: Engaged/Participating  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,69814889051f172e
INVOLVED,I,Engaged/Participating,LOW,"**Category**: Engaged/Participating  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,69814889051f172e
IRATE,I,Anger/Irritation,HIGH,"**Category**: Anger/Irritation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,e7271a17a371ad54
IRATE,I,Anger/Irritation,HIGH,"**Category**: Anger/Irritation  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,e7271a17a371ad54
IRONCLAD,I,Unbreakable/Absolute,LOW,"**Category**: Unbreakable/Absolute  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,5a942b0c500be20d
IRONCLAD,I,Unbreakable/Absolute,LOW,"**Category**: Unbreakable/Absolute  
**Precision Level**: LOW  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: MINIMAL",,YES,NO,MINIMAL,,2025-11-14T19:04:04.911568,5a942b0c500be20d
IRRESISTIBLE,I,Cannot Be Resisted/Compelling,MEDIUM,"**Category**: Cannot Be Resisted/Compelling  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,aebd187e22dc149a
IRRESISTIBLE,I,Cannot Be Resisted/Compelling,MEDIUM,"**Category**: Cannot Be Resisted/Compelling  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,aebd187e22dc149a
IRRITATED,I,Annoyance/Agitation,MEDIUM,"**Category**: Annoyance/Agitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,bead74e5f87f4865
IRRITATED,I,Annoyance/Agitation,MEDIUM,"**Category**: Annoyance/Agitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,bead74e5f87f4865
IRRITATION,I,Annoyance/Agitation,MEDIUM,"**Category**: Annoyance/Agitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,5f69554a1d95ce01
IRRITATION,I,Annoyance/Agitation,MEDIUM,"**Category**: Annoyance/Agitation  
**Precision Level**: MEDIUM  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: RECOMMENDED",,YES,NO,RECOMMENDED,,2025-11-14T19:04:04.911568,5f69554a1d95ce01
ISLANDED,I,Separated/Isolated,HIGH,"**Category**: Separated/Isolated  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,44f522f53fe0ef6d
ISLANDED,I,Separated/Isolated,HIGH,"**Category**: Separated/Isolated  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,44f522f53fe0ef6d
ISOLATED,I,Separation/Loneliness,HIGH,"**Category**: Separation/Loneliness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,bf5dbbad40e7e46e
ISOLATED,I,Separation/Loneliness,HIGH,"**Category**: Separation/Loneliness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,bf5dbbad40e7e46e
ISOLATION,I,Complete Separation/Loneliness,HIGH,"**Category**: Complete Separation/Loneliness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,f382befc399fb801
ISOLATION,I,Complete Separation/Loneliness,HIGH,"**Category**: Complete Separation/Loneliness  
**Precision Level**: HIGH  
**Somatic Integration Required**: YES  
**Temporal Translation Required**: NO  
**Cultural Bridge Integration**: REQUIRED",,YES,NO,REQUIRED,,2025-11-14T19:04:04.911568,f382befc399fb801
